display,ID,label,frequency,ANSWER,leftLabel,rightLabel,centerLabel,buttonLeft,buttonRight,buttonCenter,randomise_blocks,randomise_trials,TimedSection,pause,list
experiment,bim8.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,1,,,2
experiment,30175.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,1,,,2
experiment,bim5.jpg,bim,control,c,,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,1,,,2
experiment,bim22.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,1,,,2
experiment,31375.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,1,,,2
experiment,32575.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,1,,,2
experiment,32775.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,1,,,2
experiment,30975.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,1,,,2
experiment,30875.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,1,,,2
experiment,bim5.jpg,bim,control,c,,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,1,,,2
experiment,11325.jpg,dep,l,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,1,,,2
experiment,11575.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,1,,,2
break,,,,,,,,,,,,,,# Break n.1 of 5 - Take your time to rest. When you're ready click the button below.,
experiment,32875.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,2,,,2
experiment,22975.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,2,,,2
experiment,21775.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,2,,,2
experiment,11925.jpg,dep,l,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,2,,,2
experiment,bim15.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,2,,,2
experiment,12875.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,2,,,2
experiment,bim22.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,2,,,2
experiment,21125.jpg,wug,l,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,2,,,2
experiment,bim16.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,2,,,2
experiment,12475.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,2,,,2
experiment,33275.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,2,,,2
experiment,33575.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,2,,,2
experiment,12475.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,2,,,2
experiment,23575.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,2,,,2
experiment,23375.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,2,,,2
experiment,11675.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,2,,,2
experiment,20825.jpg,wug,l,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,2,,,2
experiment,20925.jpg,wug,l,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,2,,,2
experiment,20875.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,2,,,2
experiment,30225.jpg,tob,l,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,2,,,2
experiment,12775.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,2,,,2
experiment,31075.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,2,,,2
experiment,12125.jpg,dep,l,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,2,,,2
experiment,21275.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,2,,,2
experiment,11975.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,2,,,2
break,,,,,,,,,,,,,,# Break n.2 of 5 - Take your time to rest. When you're ready click the button below.,
experiment,12875.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,12175.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,11725.jpg,dep,l,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,bim14.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,3,,,2
experiment,bim16.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,3,,,2
experiment,11575.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,32875.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,3,,,2
experiment,11325.jpg,dep,l,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,12075.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,12775.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,bim4.jpg,bim,control,c,,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,3,,,2
experiment,32475.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,3,,,2
experiment,31725.jpg,tob,l,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,3,,,2
experiment,30875.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,3,,,2
experiment,30825.jpg,tob,l,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,3,,,2
experiment,12275.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,bim8.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,bim16.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,11175.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,32125.jpg,tob,l,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,3,,,2
experiment,23475.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,3,,,2
experiment,bim18.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,bim22.jpg,bim,control,c,,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,3,,,2
experiment,11725.jpg,dep,l,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,bim1.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,3,,,2
experiment,20775.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,3,,,2
break,,,,,,,,,,,,,,# Break n.3 of 5 - Take your time to rest. When you're ready click the button below.,
experiment,23375.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,12175.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,4,,,2
experiment,32425.jpg,tob,l,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,4,,,2
experiment,21125.jpg,wug,l,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,23075.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,12125.jpg,dep,l,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,4,,,2
experiment,33375.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,4,,,2
experiment,23075.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,30175.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,4,,,2
experiment,bim21.jpg,bim,control,c,,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,4,,,2
experiment,bim18.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,4,,,2
experiment,30225.jpg,tob,l,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,4,,,2
experiment,11075.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,4,,,2
experiment,22025.jpg,wug,l,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,11375.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,4,,,2
experiment,20875.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,20975.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,23475.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,21775.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,12975.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,4,,,2
experiment,10175.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,4,,,2
experiment,31375.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,4,,,2
experiment,30675.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,4,,,2
experiment,bim6.jpg,bim,control,c,,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,4,,,2
experiment,20775.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,20175.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,bim22.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,20125.jpg,wug,l,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,4,,,2
experiment,11425.jpg,dep,l,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,4,,,2
break,,,,,,,,,,,,,,# Break n.4 of 5 - Take your time to rest. When you're ready click the button below.,
experiment,20125.jpg,wug,l,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,bim2.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,5,,,2
experiment,20675.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,22475.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,21075.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,31975.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,5,,,2
experiment,11075.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,5,,,2
experiment,10175.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,5,,,2
experiment,21075.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,22775.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,12975.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,5,,,2
experiment,bim7.jpg,bim,control,c,,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,5,,,2
experiment,11175.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,5,,,2
experiment,bim8.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,20925.jpg,wug,l,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,23575.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,20675.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,22775.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,20825.jpg,wug,l,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,bim15.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,bim15.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,5,,,2
experiment,bim14.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,bim2.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,5,,,2
experiment,20175.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,5,,,2
experiment,bim3.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,5,,,2
experiment,30575.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,5,,,2
break,,,,,,,,,,,,,,# Break n.5 of 5 - Take your time to rest. Only few trials left!,
experiment,bim6.jpg,bim,control,c,,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,12375.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,6,,,2
experiment,bim21.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,6,,,2
experiment,32425.jpg,tob,l,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,bim22.jpg,bim,control,c,,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,bim17.jpg,bim,control,c,,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,bim1.jpg,bim,control,c,,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,21275.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,6,,,2
experiment,bim8.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,6,,,2
experiment,33575.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,32575.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,12375.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,6,,,2
experiment,30975.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,bim3.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,6,,,2
experiment,30825.jpg,tob,l,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,30675.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,bim15.jpg,bim,control,l,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,6,,,2
experiment,33375.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,32125.jpg,tob,l,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,32475.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
experiment,11675.jpg,dep,h,l,"<p style=""font-size: 700%;"">dep</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,,6,,,2
experiment,bim16.jpg,bim,control,r,,"<p style=""font-size: 700%;"">bim</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,6,,,2
experiment,20975.jpg,wug,h,r,,"<p style=""font-size: 700%;"">wug</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,,6,,,2
experiment,30575.jpg,tob,h,c,,,"<p style=""font-size: 700%;"">tob</p>",,,"<p style=""font-size: 500%;"">Click for next trial</p>",,6,,,2
