Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Correct,presentedImage,presentedLabel,learningType,response
16,1596621344571,05/08/2020 09:55:44,1596621343213,1,05/08/2020 10:55:43,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a wug.,,learningBlock1,,html-keyboard-response,15,,,,,
17,1596621345574,05/08/2020 09:55:45,1596621344221,1,05/08/2020 10:55:44,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,16,,/task/90393/10/asset/Slide5.JPG,That was a wug.,FL,
18,1596621345776,05/08/2020 09:55:45,1596621344404,1,05/08/2020 10:55:44,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide6.JPG,,,,image-keyboard-response,17,,,,,
19,1596621346923,05/08/2020 09:55:46,1596621345562,1,05/08/2020 10:55:45,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a dep.,,learningBlock1,,html-keyboard-response,18,,,,,
20,1596621347938,05/08/2020 09:55:47,1596621346568,1,05/08/2020 10:55:46,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,19,,/task/90393/10/asset/Slide6.JPG,That was a dep.,FL,
21,1596621348109,05/08/2020 09:55:48,1596621346750,1,05/08/2020 10:55:46,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide7.JPG,,,,image-keyboard-response,20,,,,,
22,1596621349267,05/08/2020 09:55:49,1596621347908,1,05/08/2020 10:55:47,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a wug.,,learningBlock1,,html-keyboard-response,21,,,,,
23,1596621350283,05/08/2020 09:55:50,1596621348914,1,05/08/2020 10:55:48,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,22,,/task/90393/10/asset/Slide7.JPG,That was a wug.,FL,
24,1596621350462,05/08/2020 09:55:50,1596621349094,1,05/08/2020 10:55:49,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide8.JPG,,,,image-keyboard-response,23,,,,,
25,1596621351618,05/08/2020 09:55:51,1596621350253,1,05/08/2020 10:55:50,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a bim.,,learningBlock1,,html-keyboard-response,24,,,,,
26,1596621352617,05/08/2020 09:55:52,1596621351258,1,05/08/2020 10:55:51,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,25,,/task/90393/10/asset/Slide8.JPG,That was a bim.,FL,
27,1596621352805,05/08/2020 09:55:52,1596621351438,1,05/08/2020 10:55:51,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide9.JPG,,,,image-keyboard-response,26,,,,,
28,1596621353960,05/08/2020 09:55:53,1596621352597,1,05/08/2020 10:55:52,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a wug.,,learningBlock1,,html-keyboard-response,27,,,,,
29,1596621354960,05/08/2020 09:55:54,1596621353602,1,05/08/2020 10:55:53,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,28,,/task/90393/10/asset/Slide9.JPG,That was a wug.,FL,
30,1596621355147,05/08/2020 09:55:55,1596621353784,1,05/08/2020 10:55:53,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide10.JPG,,,,image-keyboard-response,29,,,,,
31,1596621356288,05/08/2020 09:55:56,1596621354940,1,05/08/2020 10:55:54,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a dep.,,learningBlock1,,html-keyboard-response,30,,,,,
32,1596621357306,05/08/2020 09:55:57,1596621355946,1,05/08/2020 10:55:55,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,31,,/task/90393/10/asset/Slide10.JPG,That was a dep.,FL,
33,1596621357493,05/08/2020 09:55:57,1596621356129,1,05/08/2020 10:55:56,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide11.JPG,,,,image-keyboard-response,32,,,,,
34,1596621358653,05/08/2020 09:55:58,1596621357284,1,05/08/2020 10:55:57,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a tob.,,learningBlock1,,html-keyboard-response,33,,,,,
35,1596621359636,05/08/2020 09:55:59,1596621358289,1,05/08/2020 10:55:58,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,34,,/task/90393/10/asset/Slide11.JPG,That was a tob.,FL,
36,1596621359825,05/08/2020 09:55:59,1596621358471,1,05/08/2020 10:55:58,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide12.JPG,,,,image-keyboard-response,35,,,,,
37,1596621360996,05/08/2020 09:56:00,1596621359630,1,05/08/2020 10:55:59,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a dep.,,learningBlock1,,html-keyboard-response,36,,,,,
38,1596621362011,05/08/2020 09:56:02,1596621360637,1,05/08/2020 10:56:00,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,37,,/task/90393/10/asset/Slide12.JPG,That was a dep.,FL,
39,1596621362200,05/08/2020 09:56:02,1596621360819,1,05/08/2020 10:56:00,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide13.JPG,,,,image-keyboard-response,38,,,,,
40,1596621363339,05/08/2020 09:56:03,1596621361977,1,05/08/2020 10:56:01,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a bim.,,learningBlock1,,html-keyboard-response,39,,,,,
41,1596621364339,05/08/2020 09:56:04,1596621362982,1,05/08/2020 10:56:02,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,40,,/task/90393/10/asset/Slide13.JPG,That was a bim.,FL,
42,1596621364528,05/08/2020 09:56:04,1596621363164,1,05/08/2020 10:56:03,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide14.JPG,,,,image-keyboard-response,41,,,,,
43,1596621365683,05/08/2020 09:56:05,1596621364320,1,05/08/2020 10:56:04,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a wug.,,learningBlock1,,html-keyboard-response,42,,,,,
44,1596621366682,05/08/2020 09:56:06,1596621365325,1,05/08/2020 10:56:05,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,43,,/task/90393/10/asset/Slide14.JPG,That was a wug.,FL,
45,1596621366870,05/08/2020 09:56:06,1596621365507,1,05/08/2020 10:56:05,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide15.JPG,,,,image-keyboard-response,44,,,,,
46,1596621368026,05/08/2020 09:56:08,1596621366664,1,05/08/2020 10:56:06,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a tob.,,learningBlock1,,html-keyboard-response,45,,,,,
47,1596621369042,05/08/2020 09:56:09,1596621367675,1,05/08/2020 10:56:07,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,46,,/task/90393/10/asset/Slide15.JPG,That was a tob.,FL,
48,1596621369213,05/08/2020 09:56:09,1596621367858,1,05/08/2020 10:56:07,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide16.JPG,,,,image-keyboard-response,47,,,,,
49,1596621370385,05/08/2020 09:56:10,1596621369017,1,05/08/2020 10:56:09,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a dep.,,learningBlock1,,html-keyboard-response,48,,,,,
50,1596621371465,05/08/2020 09:56:11,1596621370021,1,05/08/2020 10:56:10,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,49,,/task/90393/10/asset/Slide16.JPG,That was a dep.,FL,
51,1596621371621,05/08/2020 09:56:11,1596621370204,1,05/08/2020 10:56:10,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide17.JPG,,,,image-keyboard-response,50,,,,,
52,1596621372715,05/08/2020 09:56:12,1596621371364,1,05/08/2020 10:56:11,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a bim.,,learningBlock1,,html-keyboard-response,51,,,,,
53,1596621373717,05/08/2020 09:56:13,1596621372368,1,05/08/2020 10:56:12,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,52,,/task/90393/10/asset/Slide17.JPG,That was a bim.,FL,
54,1596621373906,05/08/2020 09:56:13,1596621372550,1,05/08/2020 10:56:12,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide18.JPG,,,,image-keyboard-response,53,,,,,
55,1596621375051,05/08/2020 09:56:15,1596621373705,1,05/08/2020 10:56:13,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a tob.,,learningBlock1,,html-keyboard-response,54,,,,,
56,1596621376075,05/08/2020 09:56:16,1596621374712,1,05/08/2020 10:56:14,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,55,,/task/90393/10/asset/Slide18.JPG,That was a tob.,FL,
57,1596621376262,05/08/2020 09:56:16,1596621374897,1,05/08/2020 10:56:14,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide19.JPG,,,,image-keyboard-response,56,,,,,
58,1596621377419,05/08/2020 09:56:17,1596621376058,1,05/08/2020 10:56:16,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a wug.,,learningBlock1,,html-keyboard-response,57,,,,,
59,1596621378423,05/08/2020 09:56:18,1596621377066,1,05/08/2020 10:56:17,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,58,,/task/90393/10/asset/Slide19.JPG,That was a wug.,FL,
60,1596621378610,05/08/2020 09:56:18,1596621377249,1,05/08/2020 10:56:17,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide20.JPG,,,,image-keyboard-response,59,,,,,
61,1596621379768,05/08/2020 09:56:19,1596621378408,1,05/08/2020 10:56:18,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a bim.,,learningBlock1,,html-keyboard-response,60,,,,,
62,1596621380775,05/08/2020 09:56:20,1596621379413,1,05/08/2020 10:56:19,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,61,,/task/90393/10/asset/Slide20.JPG,That was a bim.,FL,
63,1596621380962,05/08/2020 09:56:20,1596621379594,1,05/08/2020 10:56:19,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide21.JPG,,,,image-keyboard-response,62,,,,,
64,1596621382111,05/08/2020 09:56:22,1596621380755,1,05/08/2020 10:56:20,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a dep.,,learningBlock1,,html-keyboard-response,63,,,,,
65,1596621383118,05/08/2020 09:56:23,1596621381761,1,05/08/2020 10:56:21,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,64,,/task/90393/10/asset/Slide21.JPG,That was a dep.,FL,
66,1596621383305,05/08/2020 09:56:23,1596621381943,1,05/08/2020 10:56:21,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide22.JPG,,,,image-keyboard-response,65,,,,,
67,1596621384468,05/08/2020 09:56:24,1596621383102,1,05/08/2020 10:56:23,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,That was a bim.,,learningBlock1,,html-keyboard-response,66,,,,,
68,1596621385468,05/08/2020 09:56:25,1596621384107,1,05/08/2020 10:56:24,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,67,,/task/90393/10/asset/Slide22.JPG,That was a bim.,FL,
69,1596621385658,05/08/2020 09:56:25,1596621384290,1,05/08/2020 10:56:24,15519,21,task-19t9,,6368724,BLIND,1805815,,complete,,5f2a81c5e01acb2956249822,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1500x1000,1500x1000,,exp2_visual,10,FL,,/task/90393/10/asset/Slide23.JPG,,,,image-keyboard-response,68,,,,,
