subjID learning task fribbleID label rt resp trialType trialIndex acc Experiment.Version
1414937 FL learningBlock4 /task/70033/56/asset/31175.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 337 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/10475.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 340 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/22075.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 343 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/22225.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 346 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/22475.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 349 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/11975.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 352 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/30975.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 355 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/31275.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 358 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/30875.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 361 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/11275.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 364 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/11175.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 367 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/30875.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 370 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/21125.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 373 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/21075.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 376 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/22025.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 379 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/20175.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 382 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/31875.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 385 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/32675.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 388 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/10675.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 391 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/22325.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 394 NA 14
1414937 FL learningBlock4 /task/70033/56/asset/10325.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 397 NA 14
1414937 NA randomDot NA NA 1720.41999999783 39 rdk 398 1 14
1414937 NA randomDot NA NA 453.760000003967 37 rdk 399 1 14
1414937 NA randomDot NA NA 622.315000015078 39 rdk 400 1 14
1414937 NA randomDot NA NA 524.964999989606 37 rdk 401 1 14
1414937 NA randomDot NA NA 642.955000017537 37 rdk 402 1 14
1414937 FL generalizationLP ["/task/70033/56/asset/12675.jpg","/task/70033/56/asset/22775.jpg","/task/70033/56/asset/31975.jpg"] /task/70033/56/asset/bim.mp3 1076.04000001447 /task/70033/56/asset/22775.jpg audio-button-response 406 NA 14
